City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Port Elizabeth,-33.918,25.5701,48.49,87,40,3.44,ZA,1622744087
Port Hawkesbury,45.6169,-61.3485,76.26,33,1,9.22,CA,1622744289
Port Hedland,-20.3167,118.5667,62.65,77,75,10.36,AU,1622744236
Port Macquarie,-31.4333,152.9167,47.26,100,40,1.14,AU,1622744144
Port-Gentil,-0.7193,8.7815,78.85,83,26,10.96,GA,1622744180
Portland,45.5234,-122.6762,72.91,60,20,1.01,US,1622743996
Porto Santo,33.072,-16.3415,66.58,52,40,16.11,PT,1622744124
Poum,-20.2333,164.0167,72.93,71,69,11.61,NC,1622744276
Prado,-17.3411,-39.2208,79.25,67,54,7.67,BR,1622744231
Praia da Vitória,38.7333,-27.0667,66.45,68,40,5.5,PT,1622744179
Preobrazheniye,42.9019,133.9064,52.12,99,100,7.61,RU,1622744232
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,81.37,54,40,9.57,AR,1622744188
Preston,53.7667,-2.7167,61.9,72,40,11.14,GB,1622744094
Priboj,44.6028,18.9314,66.04,71,37,0.16,BA,1622744094
Prince Albert,53.2001,-105.7677,87.75,27,75,10.36,CA,1622744108
Provideniya,64.3833,-173.3,32.68,59,50,3.29,RU,1622744089
Province of Mantua,45.1667,10.7833,80.22,49,17,1.01,IT,1622744215
Puerto Ayora,-0.7393,-90.3518,75.54,89,61,8.01,EC,1622744082
Puerto Nariño,-3.7703,-70.3831,88.45,58,35,1.72,CO,1622744138
Punta Arenas,-53.15,-70.9167,35.42,93,90,9.53,CL,1622744051
Pyaozerskiy,65.8333,31.1667,68.27,48,76,6.15,RU,1622744202
Qaanaaq,77.484,-69.3632,29.53,75,60,2.68,GL,1622744136
Qiongshan,20.0058,110.3542,78.78,94,0,7.9,CN,1622744111
Rabo de Peixe,37.8,-25.5833,63.91,68,40,5.64,PT,1622744210
Rawson,-43.3002,-65.1023,47.3,90,100,3.67,AR,1622744166
Ribeira Grande,38.5167,-28.7,66.6,59,20,10.36,PT,1622744153
Richards Bay,-28.783,32.0377,62.71,68,100,22.55,ZA,1622744275
Rikitea,-23.1203,-134.9692,72.57,67,100,14.72,PF,1622744083
Riyadh,24.6877,46.7219,100.45,9,0,6.91,SA,1622743937
Roald,62.5833,6.1333,66.27,59,0,6.91,NO,1622744273
Rocha,-34.4833,-54.3333,59.04,52,50,8.63,UY,1622744156
Rodrigues Alves,-7.738,-72.6509,84.4,54,94,2.59,BR,1622744144
Rosário Oeste,-14.8361,-56.4275,94.08,24,5,5.5,BR,1622744273
Rtishchevo,52.2604,43.7874,57.61,60,100,13.29,RU,1622744249
Sørland,67.667,12.6934,55.26,84,58,3.6,NO,1622744189
São José da Coroa Grande,-8.8978,-35.1478,80.29,74,18,8.72,BR,1622744274
Sémbé,1.6481,14.5806,76.64,79,85,1.34,CG,1622744259
Sabzawār,36.2126,57.6819,93.25,11,0,10.18,IR,1622744116
Saint Anthony,45.0205,-93.218,86.09,29,1,5.46,US,1622744112
Saint George,37.1041,-113.5841,97.14,13,1,1.01,US,1622744109
Saint Paul Harbor,57.79,-152.4072,47.71,81,90,4.61,US,1622744130
Saint-Augustin,51.226,-58.6502,59.68,59,61,11.86,CA,1622744121
Saint-François,46.4154,3.9054,65.71,81,85,4.61,FR,1622744184
Saint-Michel-des-Saints,46.6834,-73.9159,50.59,92,100,3.24,CA,1622744272
Saint-Philippe,-21.3585,55.7679,69.78,75,37,15.05,RE,1622744124
Salalah,17.0151,54.0924,82.49,83,40,4.61,OM,1622744212
Saldanha,-33.0117,17.9442,59.18,74,7,8.39,ZA,1622744253
Salta,-24.7859,-65.4117,71.85,52,0,5.01,AR,1622744284
San Carlos,9.6612,-68.5827,84.25,72,93,3.11,VE,1622744117
San Cristobal,7.7669,-72.225,84.38,53,88,7.2,VE,1622744039
San Francisco del Mar Viejo,16.2333,-94.65,85.66,64,46,7.67,MX,1622744206
San Isidro,-12.1167,-77.05,65.48,82,90,1.99,PE,1622744135
San Patricio,28.017,-97.5169,79.81,63,100,9.95,US,1622744213
San Policarpo,12.1791,125.5072,79.83,83,100,3.11,PH,1622744193
San Vicente de Cañete,-13.0751,-76.3835,68.85,72,89,8.37,PE,1622744108
Santa Isabel Rio Negro,-0.4139,-65.0192,82.38,89,75,2.93,BR,1622744270
Santa Maria,-29.6842,-53.8069,70.14,53,4,4.03,BR,1622744206
Santa Marta,11.2408,-74.199,83.03,77,100,6.26,CO,1622744248
Sarankhola,22.3082,89.7897,83.64,84,10,8.3,BD,1622744203
Sarkand,45.41,79.9186,68.25,48,79,5.46,KZ,1622744088
Saskylakh,71.9167,114.0833,34.03,92,100,11.3,RU,1622744131
Sault Ste. Marie,46.5168,-84.3333,80.19,36,1,13.8,CA,1622744291
Sawākin,19.1059,37.3321,86.97,61,54,5.28,SD,1622744245
Sena Madureira,-9.0656,-68.6569,94.12,36,30,3.04,BR,1622744221
Severodvinsk,64.5635,39.8302,66.31,62,27,1.59,RU,1622744260
Severo-Kuril'sk,50.6789,156.125,40.57,83,4,10,RU,1622744096
Shache,38.4167,77.2406,78.46,24,84,10.09,CN,1622744198
Shakawe,-18.3667,21.85,54.72,24,6,5.79,BW,1622744174
Shaoyang,27.2315,111.4525,61.43,91,100,4.14,CN,1622744142
Shar,49.5886,81.0453,66.38,75,98,9.62,KZ,1622744236
Shelburne,44.0787,-80.2041,67.73,83,96,7.76,CA,1622744022
Shenkursk,62.1091,42.896,57.34,65,0,3.38,RU,1622744159
Shimoda,34.6667,138.95,67.55,91,100,11.23,JP,1622744106
Shiyan,32.6475,110.7781,60.08,73,74,6.22,CN,1622744181
Shuya,56.8487,41.3883,55.36,63,25,9.46,RU,1622744172
Siderno,38.2779,16.302,70.66,75,25,1.36,IT,1622744281
Sidi Ali,36.0998,0.4206,73.56,68,23,9.28,DZ,1622744153
Sinnamary,5.3833,-52.95,81.88,83,40,10.51,GF,1622744110
Sistranda,63.7256,8.834,75.16,77,2,9.37,NO,1622744158
Sitka,57.0531,-135.33,48.09,81,90,8.05,US,1622744113
Smolenskoye,52.3044,85.0781,61.9,91,100,5.48,RU,1622744242
Socol,44.8608,21.3703,65.17,66,59,4.32,RO,1622744265
Sola,-13.8833,167.55,79.47,83,75,0,VU,1622744100
Souillac,-20.5167,57.5167,75.58,73,40,15.59,MU,1622744144
Srednekolymsk,67.45,153.6833,59.16,40,67,9.6,RU,1622744254
St. George's,12.0564,-61.7485,83.88,74,20,23.02,GD,1622744220
Stykkisholmur,65.0757,-22.7297,49.89,70,99,7.34,IS,1622744162
Sumkino,58.1108,68.3244,42.96,78,62,5.75,RU,1622744286
Sussex,41.1834,-74.6663,67.41,76,90,5.75,US,1622744202
Svetlaya,46.5389,138.3297,48.22,99,100,10.85,RU,1622744268
Syamzha,60.0158,41.0614,54.61,66,9,5.3,RU,1622744240
Szigetvár,46.0486,17.8055,72.55,69,55,5.37,HU,1622744288
Taebla,58.9547,23.7419,60.33,63,45,5.5,EE,1622744099
Takoradze,4.8845,-1.7554,82.42,77,46,10.51,GH,1622744095
Talaya,61.3833,152.75,42.73,84,100,2.24,RU,1622744133
Talnakh,69.4865,88.3972,33.26,99,100,5.06,RU,1622744142
Tarauacá,-8.1614,-70.7656,87.46,53,100,2.42,BR,1622744256
Tasiilaq,65.6145,-37.6368,41.16,81,86,5.32,GL,1622744179
Te Anau,-45.4167,167.7167,47.73,94,100,3.6,NZ,1622744109
Techiman,7.5862,-1.9414,86,55,31,3,GH,1622744191
Telimele,10.9167,-13.3333,82,68,41,2.62,GN,1622744273
Ternate,0.8,127.4,79.92,80,82,2.37,ID,1622744149
Tetovo,42.0106,20.9714,65.25,76,46,3.04,MK,1622743881
The Valley,18.217,-63.0578,84.67,70,40,17.27,AI,1622744264
Thompson,55.7435,-97.8558,53.76,50,75,4.61,CA,1622744144
Thunder Bay,48.4001,-89.3168,70.72,58,75,6.91,CA,1622744151
Tibiri,13.5627,7.0485,99.84,16,24,5.12,NE,1622744093
Tiksi,71.6872,128.8694,33.76,89,100,5.53,RU,1622744122
Tilichiki,60.4667,166.1,39.38,72,83,4,RU,1622744194
Tiznit Province,29.5833,-9.5,69.89,52,100,5.59,MA,1622744170
Torbay,47.6666,-52.7314,69.17,49,20,17.27,CA,1622744118
Tornio,65.8481,24.1466,64.42,69,47,4.83,FI,1622744168
Touros,-5.1989,-35.4608,85.1,60,20,16.58,BR,1622744238
Trat,12.5,102.5,83.79,90,53,0.76,TH,1622744146
Trelew,-43.249,-65.3051,46.67,91,100,2.8,AR,1622744048
Tres Arroyos,-38.3739,-60.2798,59.81,59,100,19.13,AR,1622744277
Tual,-5.6667,132.75,81.39,77,92,17.45,ID,1622744292
Tuatapere,-46.1333,167.6833,49.82,85,97,6.98,NZ,1622744097
Tuktoyaktuk,69.4541,-133.0374,41,75,90,10.36,CA,1622744090
Tura,25.5198,90.2201,73.85,85,76,5.1,IN,1622744193
Tuy Hoa,13.0833,109.3,82.38,73,98,5.3,VN,1622744290
Tweed,44.4751,-77.3162,64.78,83,100,4.38,CA,1622744146
Tynda,55.1667,124.7167,46.8,86,46,5.23,RU,1622744253
Uauá,-9.8414,-39.4817,88.65,36,8,17.18,BR,1622744288
Ucluelet,48.9329,-125.5528,55.31,91,100,3,CA,1622743906
Ugoofaaru,5.6667,73,83.26,73,100,16.22,MV,1622744261
Ulladulla,-35.35,150.4667,51.12,89,95,8.08,AU,1622744183
Upernavik,72.7868,-56.1549,35.65,73,23,4.85,GL,1622744115
Ushuaia,-54.8,-68.3,31.66,86,0,5.75,AR,1622743917
Ust'-Omchug,61.15,149.6333,40.93,88,100,0.89,RU,1622744188
Uyuni,-20.4597,-66.825,53.37,13,47,10.6,BO,1622744071
Vaini,-21.2,-175.2,68.16,94,75,0,TO,1622744086
Vanavara,60.34,102.2797,56.03,97,92,3.31,RU,1622744201
Vanimo,-2.6741,141.3028,77.2,88,67,1.57,PG,1622744178
Vao,-22.6667,167.4833,71.1,75,96,17.83,NC,1622744189
Venice,27.0998,-82.4543,86.25,74,1,7,US,1622744006
Vestmanna,62.1564,-7.1664,52.72,82,62,10.29,FO,1622744096
Victor Harbor,-35.5667,138.6167,55.27,92,98,12.55,AU,1622744237
Vila,42.0304,-8.1588,56.95,58,17,6.2,PT,1622744227
Vila Franca do Campo,37.7167,-25.4333,64.81,68,90,3.78,PT,1622744195
Villa Rica,33.7321,-84.9191,81.48,68,100,4.56,US,1622744161
Villacarrillo,38.1156,-3.0848,79.56,30,23,4.03,ES,1622744111
Ville-Marie,47.3335,-79.433,75.2,50,58,9.48,CA,1622744185
Viranşehir,37.2353,39.7631,75.76,22,0,5.19,TR,1622744175
Vostok,46.4856,135.8833,49.68,95,100,6.33,RU,1622744287
Waingapu,-9.6567,120.2641,76.3,88,46,6.31,ID,1622744208
Waipawa,-41.4122,175.5153,48.29,91,9,5.75,NZ,1622744182
Waitati,-45.75,170.5667,46.8,78,91,3.51,NZ,1622744289
Wamba,8.9333,8.6,83.53,63,46,2.86,NG,1622744086
Warmbad,-28.45,18.7333,60.37,38,0,12.53,NA,1622744164
Wau,7.7029,27.9953,80.49,64,100,3.27,SS,1622744091
Westport,41.1415,-73.3579,66.67,92,100,1.99,US,1622744254
Whitehorse,60.7161,-135.0538,50.52,50,75,15.99,CA,1622744108
Wonthaggi,-38.6044,145.5913,52.63,87,90,14.81,AU,1622744250
Wrocław,51.1,17.0333,69.06,44,0,7.11,PL,1622744072
Yakima,46.4665,-120.6678,85.41,26,1,2.46,US,1622743545
Yangi Marg`ilon,40.4272,71.7189,83.07,28,30,4.61,UZ,1622744197
Yarmouth,41.7057,-70.2286,65.03,78,90,4,US,1622744269
Yar-Sale,66.8333,70.8333,37.18,67,99,10.54,RU,1622744168
Yellowknife,62.456,-114.3525,63.12,55,75,8.05,CA,1622744046
Yeppoon,-23.1333,150.7333,65.98,93,94,6.69,AU,1622744083
Yinchuan,38.4681,106.2731,67.28,21,1,4.94,CN,1622744179
Yurla,59.3259,54.3223,45.27,65,3,5.39,RU,1622744153
Zeya,53.75,127.2667,52.95,82,100,4.59,RU,1622744287
Zhangaözen,43.3,52.8,76.82,46,0,22.46,KZ,1622744173
Zharkent,44.1628,80,69.51,60,100,12.01,KZ,1622744257
Zhezkazgan,47.8043,67.7144,74.52,46,14,8.7,KZ,1622744196
Zhigansk,66.7697,123.3711,62.55,40,93,10.18,RU,1622744217
Zogno,45.7919,9.6562,73.76,58,0,2.33,IT,1622744147
Zyryanka,65.75,150.85,54.43,58,5,12.84,RU,1622744098
